fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,strataName
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Amharic,063,30,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,German,017,5,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,"Khmer, Cambodian ",005,30,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Adangme,083,11,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Bengali,010,9,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,"Lao, Laotian ",028,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Burmese,055,5,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,"Sign Language, ASL",042,8,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Twi,161,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Hmong,020,973,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,"English, Creolized",057,11,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Spanish,045,416,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Tigrinya,071,35,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Polish,037,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Not Specific,052,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Japanese,024,4,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Turkish,048,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Dutch,033,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Grebo,077,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Hindi ,019,8,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,"Oromo, Afan Oromo, Oromiffa ",074,21,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Kamba,088,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Portuguese,038,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Urdu,122,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Malayalam,115,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,"Ojibwa, Chippewa, Anishinaabemowin",035,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Igbo,065,14,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Italian,023,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Hungarian,021,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,"Ganda, Luganda ",095,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,Bosnian,041,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Pashto ,060,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Tamil,118,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Arabic,002,33,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Nepali,068,47,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,German,017,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,"Sign Language, ASL",042,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Russian,040,11,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Fulah,066,8,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Wolof,094,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Grebo,077,7,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Brahui,111,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Afrikaans,001,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Serbian,128,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Twi,161,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Vietnamese,051,70,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Tigrinya,071,5,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,French,015,10,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Yoruba,075,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Cebuano,036,10,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Korean,026,74,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Igbo,065,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Japanese,024,15,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Hmong,020,328,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Hindi ,019,8,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",005,14,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,"Oromo, Afan Oromo, Oromiffa ",074,13,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Finnish,014,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Bosnian,041,5,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Hungarian,021,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Kannada ,113,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Somali,069,89,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Lithuanian,031,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Bulgarian,064,4,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Bengali,010,16,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Adangme,083,6,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Fanti ,159,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Thai,047,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Turkish,048,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Norwegian,034,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Spanish,045,401,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,English,011,5089,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Latvian,029,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,"Karen, Pwo",410,8,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Dutch,033,4,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Romanian,039,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Farsi ,013,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Anuak,103,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Burmese,055,19,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",070,15,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,75,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",028,4,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Amharic,063,14,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,"Indonesian, Bahasa Indonesian",032,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Polish,037,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,"Karen, S'gaw",411,286,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Faroese,230,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,Swedish,046,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,"English, Creolized",057,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Gujarati,112,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Minangkabau,313,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Igbo,065,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,"Ganda, Luganda ",095,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,"Lao, Laotian ",028,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Hmong,020,319,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,"Khmer, Cambodian ",005,9,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Bengali,010,10,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Arabic,002,4,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,"Swahili, Kiswahili ",070,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,German,017,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,"Indonesian, Bahasa Indonesian",032,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Russian,040,11,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Telugu,119,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Turkish,048,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Yoruba,075,14,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Tamil,118,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Japanese,024,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Thai,047,6,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Slovak,043,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Greek,054,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Cebuano,036,5,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,"Chinese, Mandarin ",007,12,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Samoan,056,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Spanish,045,132,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,French,015,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Bantu,101,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Gio,242,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,English,011,7390,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Lithuanian,031,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Fulah,066,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Somali,069,11,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Hindi ,019,4,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Afrikaans,001,6,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Latvian,029,5,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,"English, Creolized",057,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Vietnamese,051,39,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Amharic,063,4,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Punjabi,117,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Polish,037,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,Ukrainian,049,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Hmong,020,8583,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Harari,137,6,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Marathi,116,3,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Kazakh,087,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Krio,149,8,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Edo,139,2,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",007,58,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Punjabi,117,2,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Serbian,128,2,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Finnish,014,4,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Cantonese,108,13,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,"Karenni, Kayah ",266,42,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Somali,069,943,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Lithuanian,031,3,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Albanian,072,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,"Ganda, Luganda ",095,7,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Farsi ,013,3,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Korean,026,21,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,"Karen, Pwo",410,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,"Ojibwa, Chippewa, Anishinaabemowin",035,4,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",070,39,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Gokana,142,4,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Chin,416,10,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Tongan,134,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Armenian,003,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Telugu,119,6,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",028,25,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,"Cham, Eastern",105,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Hebrew,018,2,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Dan,147,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Bantu,101,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Mende,150,2,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Sinhala,058,2,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,"Filipino, Pilipino",126,48,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Ga,160,5,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Arabic,002,88,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Romanian,039,4,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Hindi ,019,12,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Japanese,024,25,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Danish,009,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Temne,368,2,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Spanish,045,3736,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,"Ho-Chunk, Winnebago",107,2,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Adangme,083,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Mandingo,302,5,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Turkish,048,4,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
11-12,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,Norwegian,034,4,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
